Informational	IPC-05	CONFIRMED	User-controlled docs_url rendered as an anchor href without scheme validation	apps/desktop/src/components/CredentialDetail.tsx:224-226
Informational	NET-02	CONFIRMED	Webhook URL validation allows HTTPS to internal/link-local/metadata hosts (SSRF defense-in-depth gap; asymmetric with the http path)	crates/core/src/notify.rs:50-96 (HTTPS branch 52-69)
Informational	NET-03	CONFIRMED	Provider-supplied token counts are summed with unchecked i64 arithmetic (wraps in release; monetary amounts are guarded, token sums are not)	crates/core/src/connectors.rs:connectors.rs:588-603; openai.rs:227-234; anthropic.rs:234-249
Informational	NET-04	CONFIRMED	Sync engines are correctly bounded but can consume large memory/time under an adversarial provider (verified bounded — informational)	crates/core/src/openai.rs:openai.rs:34-96,159-201; http.rs:216-220
Informational	OBS-013	unver	Stale documentation: README understates current sync/rules capabilities and FEATURE_MATRIX cites wrong line ranges	README.md:57-62, 99-102 (with docs/FEATURE_MATRIX.md:66-67)
Informational	OBS-014	unver	Provider-reported token counts are not validated non-negative (unlike monetary amounts)	crates/core/src/openai.rs:227-234 (with crates/core/src/anthropic.rs:193-195, 234-249)
Informational	OBS-015	unver	Release profile lacks overflow-checks; usage total aggregation can wrap silently on absurd stored values	Cargo.toml:19-20 (with crates/core/src/usage.rs:374-396)
Informational	PI-06	CONFIRMED	terminate_pid and `access end --kill` lack the pid>0 guard that sweep applies; a non-positive PID would be a process-group target for kill(1)	crates/core/src/inject.rs:271-300
Informational	PI-07	CONFIRMED	One-time grants are consumed before the command or project-key can fail, silently burning the single launch	crates/core/src/vault.rs:7892-7900
Informational	ROT-010	unver	Documented crash-window tradeoff: a 404 on retried revocation is accepted as success and can mark a never-revoked key as revoked	crates/core/src/vault.rs:7237-7265
Informational	ROT-011	unver	Textual RFC 3339 comparisons in waiting_on and schedule-due checks, alongside parse-and-compare in advance	crates/core/src/vault.rs:7596-7604, 7663-7665
Low	CLI-01	CONFIRMED	`api-tracker run` does not strip API_TRACKER_NEW_PASSWORD from the child environment, leaking a master password to launched processes	apps/cli/src/run_cmd.rs:88-101
Low	CLI-02	CONFIRMED	Control-character sanitization is applied inconsistently: several env-governance output paths print filesystem- and .env-sourced strings raw, allowing terminal-escape injection	apps/cli/src/env_cmd.rs:202-211, 353-366, 428
Low	CLI-03	CONFIRMED	`access end --kill` reimplements process termination inline (Unix-only, silent no-op on Windows) and records no per-process audit event	apps/cli/src/access_cmd.rs:257-271
Low	CONC-07	unver	Unbounded database growth: activity_events, audit_events, resolved alerts, notification_deliveries, and rotation_events are never pruned (only doc_watch_history and repo_scan_state are)	crates/core/src/vault.rs:5235-5251 (prune_observability_state), plus activity.rs:32-47, audit.rs:23-42, notify.rs:230-245
Low	CONC-08	unver	CLI session sliding expiry is refreshed by every command — scheduled/scripted invocations (e.g. cron 'monitor run') keep the session alive indefinitely, unlike the desktop which deliberately exempts background work	crates/core/src/session.rs:156-212 (load_and_refresh), apps/cli/src/ctx.rs:39-58, apps/cli/src/alerts_cmd.rs:67-93
Low	CONC-09	unver	session.json is rewritten in place (truncate+write, not atomic rename) with no inter-process locking — concurrent CLI commands can read a torn/empty file (spurious 'session invalid') and concurrent project unlocks lose each other's keys	crates/core/src/session.rs:98-116, 119-154, 156-212
Low	CONC-10	unver	Concurrent first-open migration race: user_version is checked outside the migration transaction, so two processes upgrading the same vault can both attempt a migration — the loser fails with a raw SQLite error instead of a clean retry	crates/core/src/db.rs:705-725
Low	CONC-11	unver	Session termination signals a recorded PID without liveness/identity binding — PID reuse can SIGTERM (or on Windows force-kill) an unrelated same-user process	crates/core/src/inject.rs:271-300 (terminate_pid), 168-209 (sweep_dead_sessions), crates/core/src/vault.rs:4291-4314
Low	CONC-12	unver	rotation_approve enforces the single-active-rotation invariant with a non-atomic check-then-act — two frontends can concurrently approve two rotations for the same credential	crates/core/src/vault.rs:6690-6746
Low	CRYPTO-02	REFUTED	Live credential value's AEAD AAD omits value_version, allowing undetectable surgical rollback of a single credential	crates/core/src/crypto.rs:180-210; vault.rs 1680-1697, 4342-4352
Low	CRYPTO-03	CONFIRMED	Backup header KDF parameters are unauthenticated and uncapped; a crafted backup forces huge Argon2 allocation on verify/restore (DoS)	crates/core/src/backup.rs:356-383
Low	DEST-04	CONFIRMED	execute_step marks a step verified and returns success even when post-write verification reports `missing` or `unknown`	crates/core/src/vault.rs:6266-6303 (mark_step_verified unconditional at 6291-6296); display: apps/desktop/src/components/SyncView.tsx:299
Low	DEST-05	CONFIRMED	destination_delete_secret sends an unvalidated secret name into the GitHub URL path (and destination config values are interpolated into URLs unvalidated)	crates/core/src/destinations.rs:1582-1593 (delete), 1487-1499 (request builder), 1629-1636 (Vercel url); entry points vault.rs:5747-5774, apps/cli/src/destination_cmd.rs:174-207, apps/desktop/src-tauri/src/main.rs:1523-1540
Low	DEST-06	CONFIRMED	sync_plan_execute with a non-matching --destination silently does nothing (rollback has the guard; execute does not), and env_export steps can never be selected by their displayed name	crates/core/src/vault.rs:6160-6175 (filter), 6209-6235 (status/audit) vs rollback guard 6459-6466
Low	DEST-07	CONFIRMED	destination_add inserts the row before validating/encrypting auth — an empty auth string (desktop path) leaves a half-configured destination that squats on the name	crates/core/src/vault.rs:5520-5543
Low	DEST-08	CONFIRMED	Catalog auth text understates required AWS IAM permissions (ListSecrets, DeleteSecret) and names a nonexistent GitHub classic scope	crates/core/src/destinations.rs:272 (AWS auth) vs 1453-1472 (test uses ListSecrets) and 1429-1451 (delete uses DeleteSecret); 293 (GitHub auth)
Low	DEST-09	CONFIRMED	Writing to an AWS secret in its 30-day recovery window fails with a raw InvalidRequestException and no restore path — the advertised RestoreSecret escape hatch is never implemented	crates/core/src/destinations.rs:1348-1388 (write), 1423-1451 (delete), 274 (catalog status); no RestoreSecret call repo-wide
Low	DEST-10	CONFIRMED	Manual steps are auto-marked `skipped`, letting a plan report overall status `executed` while its deployments never happened	crates/core/src/vault.rs:6176-6188 (skip), 6214-6227 (status)
Low	FS-01	unver	Unbounded file reads in .env governance (discover/preview/import/drift) enable local OOM/DoS on oversized .env* files	crates/core/src/envgov.rs:194 (also crates/core/src/vault.rs:4532, 4578, 4720)
Low	FS-02	unver	Default (no-overwrite) export uses write_new, which is not crash-atomic and leaves a partial plaintext file on write failure — contradicting the threat model's "atomic 0600 write" claim	crates/core/src/envgov.rs:349-371 (write_new); selection at crates/core/src/vault.rs:5011-5018
Low	FS-03	unver	env_import credential-name deduplication loop treats any DB/query error as "name taken", risking an unbounded spin and mis-numbered credentials	crates/core/src/vault.rs:4658-4666 (loop); 1283-1295 (ensure_credential_name_free)
Low	FS-04	unver	Temporary export to a non-UTF8 path is recorded lossily, so cleanup cannot find the real file, marks it cleaned, and the plaintext lingers	crates/core/src/envgov.rs:446 (record_export path.to_string_lossy); 527-543 (cleanup_exports)
Low	GScan-04	CONFIRMED	Pre-commit hook blocks only High-confidence findings; high-value secrets classified Medium (Supabase service-role key, legacy OpenAI keys, Stripe test keys) pass through uncaught	apps/cli/src/scan_cmd.rs:98-102
Low	IPC-02	CONFIRMED	credential_delete performs a destructive delete with no reauthentication or confirmation enforced in the Rust command	apps/desktop/src-tauri/src/main.rs:742-748
Low	IPC-03	REFUTED	Vault-state Mutex poisoning permanently disables every vault command for the process lifetime	apps/desktop/src-tauri/src/main.rs:89-116
Low	IPC-04	CONFIRMED	Long-running network commands hold the vault-state mutex across blocking I/O, stalling Lock and auto-lock	apps/desktop/src-tauri/src/main.rs:317-346
Low	NET-01	CONFIRMED	Doc-watch URL validation permits arbitrary internal/loopback/metadata hosts (SSRF); the doc comment misrepresents the behavior	crates/core/src/docwatch.rs:106-113 (validate_url + its comment); mitigation at 384
Low	OBS-005	unver	date_prefix() byte-slices at index 10 and can panic on multi-byte as_of strings from provider-controlled window_start	crates/core/src/pricing.rs:512-518 (callers: crates/core/src/vault.rs:3289-3304, 3113-3128)
Low	OBS-006	unver	First provider connect+sync floods NewProviderKey/NewProviderProject alerts for every pre-existing key (suspicion-framed, Medium severity)	crates/core/src/observe.rs:199-263 (with crates/core/src/vault.rs:3173-3184 and crates/core/src/db.rs:504-510)
Low	OBS-007	unver	best_available cost source ignores provider-reported data when its sum is exactly $0 (or entirely non-USD), diverging from documented behavior	crates/core/src/usage.rs:473-485 (with docs/OPENAI_SYNC.md:132-133 and usage.rs:438-441)
Low	OBS-008	unver	BudgetReport silently drops non-USD provider-reported cost with no indicator (usage report warns; budget does not)	crates/core/src/budget.rs:40-101 (with crates/core/src/usage.rs:350-354, 382-395; apps/cli/src/usage_cmd.rs:316-347)
Low	OBS-009	unver	Pricing lookup matches models by substring and presents variant fallbacks as exact records (no note outside the two Claude family entries)	crates/core/src/pricing.rs:543-555, 444-471
Low	OBS-010	unver	Pricing import/override date validation accepts full RFC 3339 timestamps, breaking the lexicographic effective-date comparison by one day	crates/core/src/pricing.rs:614-618, 557-560 (with crates/core/src/clock.rs:35-47)
Low	OBS-011	unver	Imported pricing records may declare non-USD currency but estimation ignores it and labels all estimates USD	crates/core/src/pricing.rs:862-865, 898, 1007-1034 (with crates/core/src/usage.rs:344-345)
Low	OBS-012	unver	FEATURE_MATRIX claims "per-watch intervals" for documentation checks; the interval is a single vault-global setting	docs/FEATURE_MATRIX.md:192-194 (vs crates/core/src/settings.rs:31-33 and crates/core/src/docwatch.rs:252-273)
Low	PI-03	CONFIRMED	Grant kill-timer and access-kill terminate only the direct child, not descendants that still hold the credentials	apps/cli/src/run_cmd.rs:119-135, 129
Low	PI-04	CONFIRMED	Unix manual kill switch sends only SIGTERM (no SIGKILL escalation) and reports 'SIGTERM sent' as success even when ignored	crates/core/src/inject.rs:271-300
Low	PI-05	CONFIRMED	Grant and session expiry trust wall-clock time — a backward clock change re-activates expired grants and extends sessions	crates/core/src/access.rs:163-179
Low	ROT-008	unver	A value passed to `rotation provide-key` is silently discarded when a replacement was already stored	crates/core/src/vault.rs:7128-7153, 6875-6887
Low	ROT-009	unver	rotation_approve's single-flight check is non-transactional check-then-act: two processes can approve two rotations for the same credential	crates/core/src/vault.rs:6704-6731
Low	SYNC-001	unver	Re-executing a rolled-back sync plan silently rewrites its status to 'planned'	crates/core/src/vault.rs:6209-6227
Low	SYNC-002	unver	verified_at is stamped on a step even when read-back detects drift and the step is marked failed	crates/core/src/vault.rs:6283-6303
Medium	CONC-01	CONFIRMED	Desktop: one coarse vault mutex held across long-running network/git work (all commands synchronous) — UI and 'Lock now' blocked for minutes; auto-lock only evaluated at command entry	apps/desktop/src-tauri/src/main.rs:89-116, 217-239, 317-346, 961-985
Medium	CONC-02	unver	Desktop inactivity auto-lock uses std::time::Instant, which does not advance across system suspend — vault stays unlocked after laptop sleep of any length	apps/desktop/src-tauri/src/main.rs:55-58, 95-113, 126-136
Medium	CONC-03	CONFIRMED	Cross-process race: credential write concurrent with project-password set/change/remove encrypts under the pre-rotation project key — value becomes permanently undecryptable and later key rotations of that project fail	crates/core/src/vault.rs:1204-1275 (add_credential), 846-870 (project_key_for_row), 878-983 (rotate_project_key/set_project_password), 1652-1714 (replace_credential_value)
Medium	CONC-04	CONFIRMED	Backup snapshot is not transactional: per-table autocommit SELECTs can capture a cross-table-inconsistent vault (worst case: credentials encrypted under a project key whose wrap is not in the backup) and backup verify cannot detect it	crates/core/src/backup.rs:135-168, 279-355, 421-432
Medium	CONC-05	unver	Git history scanning buffers the entire `git log -p` output plus parsed units in memory with no total bound — full-history scan or a large incremental range can OOM the app (desktop: while holding the vault mutex)	crates/core/src/gitrepo.rs:21-36, 130-176, 282-309
Medium	CONC-06	unver	No timeout on any git subprocess: a hung git (e.g. repo on a dead network mount) blocks the monitor cycle indefinitely — on desktop this permanently wedges every vault command including lock	crates/core/src/gitrepo.rs:21-36, 119-127
Medium	CRYPTO-01	CONFIRMED	Concurrent project-key rotation during add/replace writes unrecoverable ciphertext (silent data loss)	crates/core/src/vault.rs:1204-1275, 1652-1714, 878-983
Medium	DEST-01	CONFIRMED	GitHub and AWS exists() conflate auth/transport/server errors with "secret absent", recording false `missing` drift	crates/core/src/destinations.rs:1575-1580, 1412-1421 (consumed at crates/core/src/vault.rs:6277-6281 and 6502-6517)
Medium	DEST-02	CONFIRMED	Vercel adapter matches environment variables by key only, ignoring targets — delete can remove a different same-key variable and exists() false-positives	crates/core/src/destinations.rs:1644-1668 (find_env_id), 1712-1714 (exists), 1716-1731 (delete)
Medium	DEST-03	CONFIRMED	destination_drift_check silently skips attachments it cannot build an adapter for, re-presenting stale drift (possibly `in_sync`) as a fresh result	crates/core/src/vault.rs:6490-6496 (skip), presentation: apps/cli/src/destination_cmd.rs:409-455, apps/desktop/src/components/DestinationsView.tsx:434-463
Medium	GScan-01	CONFIRMED	Installed pre-commit hook is silently inert when core.hooksPath is set (e.g. husky), yet status reports Installed	crates/core/src/hooks.rs:36-38, 76-100, 137-174
Medium	GScan-02	CONFIRMED	Force-chaining appends the scan block after the foreign hook; if the foreign hook exits early or execs, the scan never runs but is reported as chained/installed	crates/core/src/hooks.rs:158-174, 22-34
Medium	GScan-03	CONFIRMED	History scanning buffers the entire `git log -p` output and all added lines with no size cap — unbounded memory on large/adversarial repos	crates/core/src/gitrepo.rs:21-36, 130-176, 181-260, 277-337
Medium	IPC-01	CONFIRMED	env_example_write is an unvalidated arbitrary-file overwrite primitive reachable over IPC with no reauth	apps/desktop/src-tauri/src/main.rs:1409-1418
Medium	OBS-002	unver	Manual usage recording accepts negative token counts, producing negative estimated costs that corrupt budget/alert accounting	crates/core/src/vault.rs:3787-3819 (with apps/cli/src/usage_cmd.rs:25-28,65-80 and apps/desktop/src-tauri/src/main.rs:1245-1263)
Medium	OBS-003	unver	Anthropic sync: a bucket missing 'starting_at' yields window_start "" and the replace-range DELETE then wipes the provider's entire synced usage history	crates/core/src/anthropic.rs:226-227, 278-279 (with crates/core/src/vault.rs:3310-3331)
Medium	OBS-004	unver	Provider-supplied expires_at stored verbatim; one unparseable value breaks every credential listing (vault-wide feature DoS)	crates/core/src/vault.rs:3372-3381, 1399, 8515-8520
Medium	PI-01	CONFIRMED	New master password (API_TRACKER_NEW_PASSWORD) is not scrubbed from the injected child environment	apps/cli/src/run_cmd.rs:88-101
Medium	PI-02	CONFIRMED	Termination signals a PID recorded at spawn with no identity check — stale rows + PID reuse SIGTERM the wrong same-user process	crates/core/src/inject.rs:271-300, 168-209
Medium	ROT-002	unver	A second process observing CREATING_IN_PROGRESS re-executes the provider key creation — duplicate live keys, one with an unrecoverable value	crates/core/src/vault.rs:6844-6874, 7085-7124, 7136-7139
Medium	ROT-003	unver	rotation_cancel can race an in-flight create/provide-key: a rotation reported 'cancelled before any change' still replaces the live credential value	crates/core/src/vault.rs:7379-7405, 7113-7122, 7128-7153, 6875-6887
Medium	ROT-004	unver	GRACE_PERIOD and OLD_DISABLED destructive steps never re-verify the credential still holds the rotation's new version	crates/core/src/vault.rs:6998-7077, 6937-6954, 1652-1714
Medium	ROT-005	unver	Rollback is not retryable: failed rollback steps are excluded forever, and a partially-failed rotation rollback loops in MANUAL_REQUIRED — permanently wedging unvalidated rotations	crates/core/src/vault.rs:6399-6466, 7496-7553, 7354-7357
Medium	ROT-006	unver	Rotation rollback overwrites destinations with the plan's from_version even when credential and destinations have since moved to newer values	crates/core/src/vault.rs:7449-7454, 7495-7504, 6378-6435
Medium	ROT-007	unver	Manual destination steps are auto-skipped and counted as done: rotation records 'every destination step executed and verified' and proceeds to disable/revoke	crates/core/src/vault.rs:6176-6188, 6214-6227, 6904-6917
